"Systemname","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Creator","Schedule","Task To Run","Start In","Comment","Scheduled Task State","Scheduled Type","Start Time","Start Date","End Date","Days","Months","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Repeat Every","Repeat Until Time","Repeat Until Duration","Repeat Stop If Still Running","Idle Time","Power Management"
"S128","PirfComment","6:10:00, 9-2-2011","","Interactive/Background","6:10:00, 8-2-2011","0","adm1","At 6:10 every day, starting 16-6-2005","C:\Scripts\SQL_BATCH\PirfComment.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Daily ","6:10:00","16-6-2005","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","PPMDATE","18:00:00, 14-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","adm1","At 18:00 every Mon of every week, starting 18-7-2005","D:\ProInfo\ProInfo_Prog\PPMDATE\Strt_PPM_Date.bat ","D:\ProInfo\ProInfo_Prog\PPMDATE","N/A","Enabled","Weekly","18:00:00","18-7-2005","N/A","MONDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","PRTStart","8:00:00, 12-2-2011","","Interactive/Background","8:00:00, 5-2-2011","0","adm1","At 8:00 every Sat of every week, starting 16-6-2005","C:\Scripts\SQL_BATCH\PRTStart.cmd ","C:\Scripts\SQL_BATCH","N/A","Enabled","Weekly","8:00:00","16-6-2005","N/A","SATURDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","Reset_Magic8_eRequest3_Broker","3:00:00, 9-2-2011","","Interactive/Background","3:00:00, 8-2-2011","0","SQLexec","At 3:00 every day, starting 1-2-2005","D:\software\preq8\eRequest3\Reset_Magic8_eRequest3_Broker.bat ","D:\software\preq8\eRequest3","N/A","Enabled","Daily ","3:00:00","1-2-2005","N/A","Everyday","N/A","NEDCAR\SQLexec","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S128","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","backup_mysql","3:00:00, 9-2-2011","","Interactive/Background","3:00:00, 8-2-2011","0","Citrix_scheduler","At 3:00 every day, starting 11-8-2005","C:\Scripts\Acties_Citrix\backup_mysql.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","3:00:00","11-8-2005","N/A","Everyday","N/A","NEDCAR\citrix_scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","Reboot","0:45:00, 13-2-2011","","Interactive/Background","0:45:00, 6-2-2011","1","Citrix_scheduler","At 0:45 every Sun of every week, starting 11-8-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","0:45:00","11-8-2005","N/A","SUNDAY","N/A","NEDCAR\citrix_scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","Start_Crypto_Services","At system start up","","Interactive/Background","15:57:28, 29-1-2011","2","Citrix_scheduler","Run at system startup","C:\Scripts\Acties_Citrix\Start_Crypto_Services.cmd ","C:\Scripts\Acties","N/A","Enabled","At system start up","At system start up","5-9-2005","N/A","N/A","N/A","NEDCAR\citrix_scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Adm1","At 5:00 every day, starting 19-3-2009","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","19-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","Std-MOM-Snooze","Never","","Interactive/Background","Never","0","Adm1","At 0:00 on 19-3-2009","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","19-3-2009","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","STD-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","NC Standard System info logging","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","2:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S129","Std-W32TM","Never","","Interactive/Background","Never","0","adm1","At 0:00 on 31-1-2011","\\S001\Patches\w32tm\check.cmd ","\\S001\Patches\w32tm","N/A","Enabled","One Time Only","0:00:00","31-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Enabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Automatische reboot","19:00:00, 13-2-2011","","Interactive/Background","19:00:00, 6-2-2011","0","adm1","At 19:00 every Sun of every week, starting 25-10-2005","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties\","Automatische weekelijkse reboot.","Enabled","Weekly","19:00:00","25-10-2005","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","4:0","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled"
"S134","S40_brarchive","10:25:00, 8-2-2011","","Interactive/Background","9:25:00, 8-2-2011","0","s40adm","Every 1 hour(s) from 8:25 for 695 minutes every Mon, Tue, Wed, Thu, Fri of every week, starting 11-4-2006","c:\scripts\sap\S40_brarchive.cmd ","c:\scripts\sap","Backup archived S40 logs","Enabled","Weekly","8:25:00","11-4-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\s40adm","Disabled","2:0","1 Hour(s)","None","11 Hour(s): 35 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_brbackup_full","23:30:00, 8-2-2011","","Interactive/Background","23:30:00, 7-2-2011","0","s40adm","At 23:30 every Mon, Tue, Wed, Thu, Fri of every week, starting 11-4-2006","c:\scripts\sap\S40_brbackup_full.cmd ","c:\scripts\sap\","Full online backup S40 database","Enabled","Weekly","23:30:00","11-4-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_check_DB","7:15:00, 9-2-2011","","Interactive/Background","7:15:00, 8-2-2011","0","s40adm","At 7:15 every day, starting 19-9-2006","C:\Scripts\Sap\S40_check_db.cmd ","c:\scripts\sap","N/A","Enabled","Daily ","7:15:00","19-9-2006","N/A","Everyday","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_cleanup_logs","9:00:00, 12-2-2011","","Interactive/Background","9:00:00, 5-2-2011","0","q055947","At 9:00 every Sat of every week, starting 12-10-2009","c:\scripts\sap\S40_cleanup.cmd ","c:\scripts\sap\","N/A","Enabled","Weekly","9:00:00","12-10-2009","N/A","SATURDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_crosscheck","23:00:00, 12-2-2011","","Interactive/Background","23:00:00, 5-2-2011","0","s40adm","At 23:00 every Sat of every week, starting 11-4-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\S40_crosscheck.rcv","c:\scripts\sap\","Crosscheck S40 RMAN en TSM","Enabled","Weekly","23:00:00","11-4-2006","N/A","SATURDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_delete_obsolete","22:00:00, 13-2-2011","","Interactive/Background","22:00:00, 6-2-2011","0","s40adm","At 22:00 every Sun of every week, starting 11-4-2006","c:\scripts\sap\xrman.cmd c:\scripts\sap\S40_delete_obsolete.rcv","c:\scripts\sap","Delete obsotete backups S40 ","Enabled","Weekly","22:00:00","11-4-2006","N/A","SUNDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_Startsap","5:00:00, 10-2-2011","","Interactive/Background","20:00:00, 6-2-2011","-1","s40adm","At 20:00 every Sun of every week, starting 28-4-2006","C:\Scripts\Sap\S40_Startsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","20:00:00","28-4-2006","N/A","SUNDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_Startsap","5:00:00, 10-2-2011","","Interactive/Background","20:00:00, 6-2-2011","-1","s40adm","At 5:00 every Thu of every week, starting 11-5-2006","C:\Scripts\Sap\S40_Startsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","5:00:00","11-5-2006","N/A","THURSDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_statistics","11:00:00, 12-2-2011","","Interactive/Background","11:00:00, 5-2-2011","0","q055947","At 11:00 every Sat of every week, starting 2-3-2007","C:\Scripts\Sap\S40_statistics.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","11:00:00","2-3-2007","N/A","SATURDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_Stopsap","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","s40adm","At 18:00 every Sun of every week, starting 28-4-2006","C:\Scripts\Sap\S40_Stopsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","18:00:00","28-4-2006","N/A","SUNDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","S40_Stopsap","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","s40adm","At 2:30 every Thu of every week, starting 2-8-2007","C:\Scripts\Sap\S40_Stopsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","2:30:00","2-8-2007","N/A","THURSDAY","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_brbackup_full","Disabled","","Interactive/Background","11:00:00, 1-10-2006","1","sj1adm","Disabled","C:\Scripts\Sap\SJ1_brbackup_full.cmd ","c:\scripts\sap","N/A","Disabled","Weekly","11:00:00","18-9-2006","N/A","SUNDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_check_DB","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","1","sj1adm","At 7:00 every day, starting 18-9-2006","C:\Scripts\Sap\SJ1_check_db.cmd ","C:\scripts\sap","N/A","Enabled","Daily ","7:00:00","18-9-2006","N/A","Everyday","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_delete_obsolete","21:00:00, 13-2-2011","","Interactive/Background","21:00:00, 6-2-2011","2","sj1adm","At 21:00 every Sun of every week, starting 18-9-2006","C:\Scripts\Sap\SJ1_delete_obsolete.cmd ","c:\scripts\sap","N/A","Enabled","Weekly","21:00:00","18-9-2006","N/A","SUNDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_restart","6:30:00, 9-2-2011","","Interactive/Background","6:30:01, 8-2-2011","-1","q055947","At 6:30 every Mon, Tue, Wed, Thu, Fri of every week, starting 7-6-2006","C:\Scripts\Sap\SJ1_Restart.cmd ","c:\scripts\sap","N/A","Enabled","Weekly","6:30:00","7-6-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_Startsap","At system start up","","Interactive/Background","19:09:42, 6-2-2011","-1","s40adm","Run at system startup","C:\Scripts\Sap\SJ1_Startsap.cmd ","C:\Scripts\Sap\","N/A","Enabled","At system start up","At system start up","2-8-2007","N/A","N/A","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_statistics","10:00:00, 12-2-2011","","Interactive/Background","10:00:00, 5-2-2011","1","q055947","At 10:00 every Sat of every week, starting 18-9-2006","C:\Scripts\Sap\SJ1_statistics.cmd ","c:\scripts\sap","N/A","Enabled","Weekly","10:00:00","18-9-2006","N/A","SATURDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_Stopsap","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","s40adm","At 2:30 every Thu of every week, starting 28-4-2006","C:\Scripts\Sap\SJ1_Stopsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","2:30:00","28-4-2006","N/A","THURSDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","SJ1_Stopsap","2:30:00, 10-2-2011","","Interactive/Background","18:00:00, 6-2-2011","0","s40adm","At 18:00 every Sun of every week, starting 2-8-2007","C:\Scripts\Sap\SJ1_Stopsap.cmd ","C:\Scripts\Sap","N/A","Enabled","Weekly","18:00:00","2-8-2007","N/A","SUNDAY","N/A","NEDCAR\sj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-MOM-DeSnooze","Never","","Interactive/Background","13:34:17, 14-1-2011","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-MOM-Snooze","Never","","Interactive/Background","13:06:10, 14-1-2011","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentSnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-NTFS-Analyze","18:00:00, 8-2-2011","","Interactive/Background","18:00:00, 7-2-2011","1","Scheduler","At 18:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\analyze.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","18:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-NTFS-Defrag","19:00:00, 8-2-2011","","Interactive/Background","19:00:00, 7-2-2011","1","Scheduler","At 19:00 every day, starting 2-3-2009","C:\Scripts\Secdump\Defrag\defrag.cmd ","C:\Scripts\Secdump\Defrag","N/A","Enabled","Daily ","19:00:00","2-3-2009","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-SysInfo","22:00:00, 8-2-2011","","Interactive/Background","22:00:00, 7-2-2011","0","Scheduler","At 22:00 every day, starting 28-1-2011","C:\Scripts\Secdump\SysInfo\SysInfo.cmd ","C:\Scripts\Secdump\SysInfo","N/A","Enabled","Daily ","22:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Std-WUClientCleanup","6:00:00, 7-3-2011","","Interactive/Background","6:00:00, 7-2-2011","0","Scheduler","At 6:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Acties\wuclient-cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Monthly","6:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S134","Stopsap_20070318","Never","","Interactive/Background","6:00:00, 18-3-2007","1","q055947","At 6:00 on 18-3-2007","C:\Scripts\Sap\Stopsap_systems.bat ","C:\Scripts\Sap","N/A","Enabled","One Time Only","6:00:00","18-3-2007","N/A","N/A","N/A","NEDCAR\s40adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Automatische reboot","11:15:00, 13-2-2011","","Interactive/Background","11:15:00, 6-2-2011","0","adm1","At 11:15 every Sun of every week, starting 18-11-2003","C:\Scripts\Acties\shutdown.cmd ","C:\Scripts\Acties","N/A","Enabled","Weekly","11:15:00","18-11-2003","N/A","SUNDAY","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","delete_expired_recovery","19:00:00, 11-2-2011","Could not start","Interactive/Background","19:00:00, 2-4-2010","1","q054256","At 19:00 every Fri of every week, starting 31-5-2006","G:\oracle\NAP\cmd\delete_expired_recovery.cmd ","G:\oracle\NAP\cmd","N/A","Enabled","Weekly","19:00:00","31-5-2006","N/A","FRIDAY","N/A","NEDCAR\oraclemaintenance","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","delete_expired_recovery_backupset","20:00:00, 11-2-2011","Could not start","Interactive/Background","20:00:00, 2-4-2010","1","q054256","At 20:00 every Fri of every week, starting 23-2-2007","G:\oracle\NAP\cmd\delete_expired_recovery_backupset.cmd ","G:\oracle\NAP\cmd","N/A","Enabled","Weekly","20:00:00","23-2-2007","N/A","FRIDAY","N/A","NEDCAR\oraclemaintenance","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","delete_obsolete_backups","16:00:00, 13-2-2011","Could not start","Interactive/Background","16:00:00, 4-4-2010","1","q054256","At 16:00 every Sun of every week, starting 4-5-2006","G:\oracle\NAP\cmd\delete_obsolete_backups.cmd ","G:\oracle\NAP\cmd","N/A","Enabled","Weekly","16:00:00","4-5-2006","N/A","SUNDAY","N/A","NEDCAR\oraclemaintenance","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Export_ORANAA","20:00:00, 13-2-2011","Could not start","Interactive/Background","20:00:00, 4-4-2010","1","Q055962","At 20:00 every Sun of every week, starting 5-1-2006","G:\oracle\NAP\cmd\export_ORANAA.cmd >G:\oracle\NAP\log\export_ORANAA.log","G:\oracle\NAP\cmd","N/A","Enabled","Weekly","20:00:00","5-1-2006","N/A","SUNDAY","N/A","NEDCAR\oraclemaintenance","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_brarchive","11:00:00, 8-2-2011","","Interactive/Background","10:00:00, 8-2-2011","1","q055947","Every 1 hour(s) from 8:00 for 10 hour(s) every Mon, Tue, Wed, Thu, Fri of every week, starting 16-8-2006","C:\Scripts\sap\PJ1_brarchive.cmd ","C:\scripts\sap","N/A","Enabled","Weekly","8:00:00","16-8-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","1 Hour(s)","None","10 Hour(s): 0 Minute(s)","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_brbackup_Full","19:00:00, 12-2-2011","","Interactive/Background","19:00:00, 5-2-2011","0","q055947","At 19:00 every Sat of every week, starting 16-8-2006","C:\Scripts\sap\PJ1_brbackup_full.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","19:00:00","16-8-2006","N/A","SATURDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_brbackup_Incr","1:00:00, 9-2-2011","","Interactive/Background","1:00:00, 8-2-2011","0","q055947","At 1:00 every Mon, Tue, Wed, Thu, Fri of every week, starting 16-8-2006","C:\Scripts\sap\PJ1_brbackup_incr.cmd ","c:\scripts\sap","N/A","Enabled","Weekly","1:00:00","16-8-2006","N/A","MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_Check_DB","7:00:00, 9-2-2011","","Interactive/Background","7:00:00, 8-2-2011","0","q055947","At 7:00 every day, starting 17-8-2006","C:\Scripts\sap\PJ1_check_db.cmd ","c:\scripts\sap","N/A","Enabled","Daily ","7:00:00","17-8-2006","N/A","Everyday","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_cleanup","16:00:00, 12-2-2011","","Interactive/Background","16:00:00, 5-2-2011","0","q055947","At 16:00 every Sat of every week, starting 17-8-2006","C:\Scripts\sap\PJ1_cleanup.cmd ","C:\Scripts\sap","N/A","Enabled","Weekly","16:00:00","17-8-2006","N/A","SATURDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","PJ1_Statistics_DB","17:00:00, 12-2-2011","","Interactive/Background","17:00:00, 5-2-2011","0","q055947","At 17:00 every Sat of every week, starting 17-8-2006","C:\Scripts\sap\PJ1_statistics.cmd ","C:\scripts\sap","N/A","Enabled","Weekly","17:00:00","17-8-2006","N/A","SATURDAY","N/A","NEDCAR\pj1adm","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Restart_listener","9:35:00, 13-2-2011","Could not start","Interactive/Background","9:35:00, 4-4-2010","0","Q055962","At 9:35 every Sun of every week, starting 8-11-2005","E:\oracle\admin\cmd\restart_listener.cmd >E:\oracle\admin\log\restart_listener.log","E:\oracle\admin\cmd","N/A","Enabled","Weekly","9:35:00","8-11-2005","N/A","SUNDAY","N/A","NEDCAR\oraclemaintenance","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-Cleanup","5:00:00, 9-2-2011","","Interactive/Background","5:00:00, 8-2-2011","0","Scheduler","At 5:00 every day, starting 28-1-2011","C:\Scripts\Acties\cleanup.cmd ","C:\Scripts\Acties","N/A","Enabled","Daily ","5:00:00","28-1-2011","N/A","Everyday","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-DUMPNTFSv3","4:00:00, 7-3-2011","","Interactive/Background","4:00:00, 7-2-2011","1","Scheduler","At 4:00 on the first Mon of every month, starting 28-1-2011","C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ","C:\Scripts\Secdump\DumpNTFS3","N/A","Enabled","Monthly","4:00:00","28-1-2011","N/A","MONDAY","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
"S135","Std-MOM-DeSnooze","Never","","Interactive/Background","Never","0","Scheduler","At 0:00 on 28-1-2011","C:\Scripts\Acties\MOMAgentDesnooze.cmd ","C:\Scripts\Acties","N/A","Enabled","One Time Only","0:00:00","28-1-2011","N/A","N/A","N/A","NEDCAR\Scheduler","Disabled","72:0","Disabled","Disabled","Disabled","Disabled","Disabled","No Start On Batteries, Stop On Battery Mode"
